species,genus,subfamily,family,order,class_taxon,super_class,ocean,basin,food_i,food_mode,temp_preferred,temp_range,climate,fecundity_mean,body_shape_i,longevity_wild,oxygen_cons,temp_cons,dev_place,sp_richness,comments,circadian,observed_homerange,n_ind,geog_range,movement_keyword,demers_pelag,length,common_name,kfin,r_fin,diet_troph3,iucn_category,predicted_homerange,predicted_pld,observed_pld,home_range,pld,magnitude_homerange,month_pld,class,class2,class3
Epinephelus areolatus,Epinephelus,Epinephelinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,28,NA,tropical,35739.5,short and / or deep,15,NA,NA,planktonic,577,NA,NA,NA,NA,12137500,habitat_coastal,reef-associated,47,NA,5778.412723,0.322549477,3.74,LC,0.626355759,39.74889187,18,0.626355759,18,-1,1,4,4,mid/low
Epinephelus chlorostigma,Epinephelus,Epinephelinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,Indian Ocean,Both,"nekton, zoobenthos",generalist,28,NA,tropical,NA,fusiform / normal,29,NA,NA,NA,577,NA,NA,NA,NA,13235000,habitat_coastal,reef-associated,80,NA,363.1224699,0.314979131,4.005625403,LC,0.736790143,39.15809811,NA,0.736790143,39.15809811,-1,2,1,1,mid-high/mid
Epinephelus fuscoguttatus,Epinephelus,Epinephelinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,27,NA,tropical,NA,fusiform / normal,40,NA,NA,NA,577,NA,NA,NA,NA,9805000,habitat_reef,reef-associated,120,NA,144.5838132,0.269601411,4.1457393,VU,0.058451911,33.8602726,NA,0.058451911,33.8602726,-2,2,1,8,mid-low/mid
Epinephelus goreensis,Epinephelus,Epinephelinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,Atlantic,East,"nekton, zoobenthos",generalist,27,NA,subtropical,NA,fusiform / normal,NA,NA,NA,NA,577,NA,NA,NA,NA,562500,habitat_benthic,demersal,140,NA,641.958191,0.286760108,3.958920771,NT,0.120769627,49.41437008,NA,0.120769627,49.41437008,-1,2,1,1,mid-high/mid
Epinephelus merra,Epinephelus,Epinephelinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,NA,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,577,NA,NA,NA,NA,9600000,habitat_reef,reef-associated,32,NA,15891.93816,0.431465308,3.82,LC,0.001626583,29.92500375,34.3,0.001626583,34.3,-3,2,1,8,mid-low/mid
Epinephelus morio,Epinephelus,Epinephelinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,Atlantic,West,"nekton, zoobenthos",generalist,26,NA,subtropical,8254885,fusiform / normal,25,NA,NA,NA,577,NA,NA,2.09,28,3007500,habitat_benthic,reef-associated,125,red grouper,44841.13184,0.214918572,3.5,VU,0.273267289,53.7506019,40,2.09,40,0,2,1,1,mid-high/mid
Epinephelus morrhua,Epinephelus,Epinephelinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,28,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,577,NA,NA,NA,NA,9242500,habitat_reef,reef-associated,90,NA,204.5017043,0.270980627,3.98694355,LC,0.073610877,34.67757053,NA,0.073610877,34.67757053,-2,2,1,8,mid-low/mid
Epinephelus multinotatus,Epinephelus,Epinephelinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,28,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,577,NA,NA,NA,NA,615000,habitat_reef,reef-associated,100,NA,3257.873463,0.272952283,3.884193359,LC,0.063490668,37.34714184,NA,0.063490668,37.34714184,-2,2,1,8,mid-low/mid
Epinephelus polylepis,Epinephelus,Epinephelinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",West,NA,NA,NA,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,577,NA,NA,NA,NA,1007500,habitat_benthic,demersal,61,NA,2055.955937,0.281408755,3.89,LC,0.052039237,52.87685851,NA,0.052039237,52.87685851,-2,2,1,8,mid-low/mid
Epinephelus striatus,Epinephelus,Epinephelinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,Atlantic,West,"nekton, plants, zoobenthos, zooplankton",generalist,26,NA,subtropical,NA,fusiform / normal,29,NA,NA,planktonic,577,"Occurs from the shoreline to at least 90 m depth.  Usually close to caves (Ref. 9710).  Juveniles are common in seagrass beds.  Diet comprises mainly of fishes (54%) and crabs (23%) and lesser amounts of other crustaceans and mollusks.  It is solitary and mainly diurnal; but may sometimes form schools.  Spawns near the new moon with up to 30,000 aggregating at certain spawning sites (Ref. 9710).  The least wary and most friendly of all the groupers (Ref. 5226).  Heavily fished and vulnerable to overfishing, particularly when migrating or aggregating to spawn (Ref. 9710).  The most important commercial grouper in the West Indies.  Marketed fresh, mostly between 2 to 10 kg (Ref. 3708).",diurnal,0.0183,22,2580000,habitat_reef,reef-associated,122,nassau grouper,2316.178743,0.263107501,4.06,CR,0.071196634,39.21400964,42,0.0183,42,-2,2,1,8,mid-low/mid
Epinephelus summana,Epinephelus,Epinephelinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,NA,NA,27,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,577,NA,NA,NA,NA,345000,habitat_reef,reef-associated,52,NA,154.7495583,0.286760108,3.89,LC,0.007979273,39.78773094,NA,0.007979273,39.78773094,-3,2,1,8,mid-low/mid
Epinephelus tauvina,Epinephelus,Epinephelinae,Serranidae,Perciformes/Serranoidei,Actinopteri,Osteichthyes,"Indian Ocean, Mediterranean and Black Sea, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,27,NA,tropical,NA,fusiform / normal,NA,NA,NA,planktonic,577,NA,NA,0.344,12,13810000,habitat_reef,reef-associated,100,greasy grouper,14708.16501,0.187076498,4.136398373,DD,0.814134844,35.52875374,NA,0.344,35.52875374,-1,2,1,1,mid-high/mid
Eptatretus cirrhatus,Eptatretus,Eptatretinae,Myxinidae,Myxiniformes,Myxini,Agnatha,Pacific,West,others,specialist,NA,NA,subtropical,NA,eel-like,NA,7.36,5,NA,88,NA,NA,NA,NA,1312500,habitat_benthic,bathydemersal,97,NA,1765.180643,0.14925158,4.949058974,LC,0.035567459,52.79401611,NA,0.035567459,52.79401611,-2,2,1,8,mid-low/mid
Ethmalosa fimbriata,Ethmalosa,Dorosomatinae,Clupeidae,Clupeiformes,Actinopteri,Osteichthyes,Atlantic,East,"detritus, plants, zoobenthos, zooplankton",generalist,27,NA,tropical,49737.5,fusiform / normal,NA,NA,NA,planktonic,188,NA,NA,NA,NA,467500,habitat_coastal,pelagic neritic,46,NA,391365.8495,0.690830323,2.576463693,LC,0.070640265,38.78619663,NA,0.070640265,38.78619663,-2,2,1,8,mid-low/mid
Ethmidium maculatum,Ethmidium,Clupeinae,Clupeidae,Clupeiformes,Actinopteri,Osteichthyes,Pacific,East,"nekton, plants, zooplankton",generalist,18,NA,subtropical,NA,fusiform / normal,NA,NA,NA,planktonic,188,NA,NA,NA,NA,310000,habitat_coastal,pelagic neritic,31.200000760000002,NA,32220.37839,1.165208538,2.07,DD,7.62e-4,42.46396412,NA,7.62e-4,42.46396412,-4,2,7,7,low/mid
Etrumeus whiteheadi,Etrumeus,NA,Dussumieriidae,Clupeiformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean",Both,zooplankton,specialist,20,NA,tropical,NA,elongated,NA,NA,NA,NA,9,NA,NA,NA,NA,227500,habitat_coastal,pelagic neritic,22,NA,402624.5557,0.423849558,3.454510743,LC,8.02e-4,33.69506383,NA,8.02e-4,33.69506383,-4,2,7,7,low/mid
Euthynnus affinis,Euthynnus,Scombrinae,Scombridae,Scombriformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,28,11,tropical,235000,fusiform / normal,6,503,24,planktonic,54,NA,NA,NA,NA,14720000,pelagic oceanic,pelagic neritic,100,NA,2460508.938,0.630833414,4.5,LC,1.448427163,32.98945594,NA,1.448427163,32.98945594,0,2,1,1,mid-high/mid
Euthynnus alletteratus,Euthynnus,Scombrinae,Scombridae,Scombriformes,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",Both,"nekton, zoobenthos, zooplankton",generalist,24,NA,subtropical,1064500,fusiform / normal,10,NA,NA,planktonic,54,NA,NA,NA,NA,5647500,hms,pelagic oceanic,122,NA,115033.1049,0.330255295,4.49,LC,0.123415413,30.59830953,24,0.123415413,24,-1,1,4,4,mid/low
Euthynnus lineatus,Euthynnus,Scombrinae,Scombridae,Scombriformes,Actinopteri,Osteichthyes,Pacific,East,"nekton, zoobenthos, zooplankton",generalist,28,NA,subtropical,NA,fusiform / normal,NA,NA,NA,NA,54,NA,NA,NA,NA,477500,pelagic oceanic,pelagic oceanic,84,NA,15997.52595,0.516132309,3.856170509,LC,0.101288135,27.18352132,NA,0.101288135,27.18352132,-1,1,4,4,mid/low
Eutrigla gurnardus,Eutrigla,Triglinae,Triglidae,Perciformes/Scorpaenoidei,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",Both,"nekton, others, zoobenthos, zooplankton",generalist,6,NA,subtropical,50000,elongated,NA,NA,NA,planktonic,126,NA,NA,NA,NA,2227500,habitat_benthic,demersal,60,NA,147714.1468,0.181531455,3.87,NA,0.086716115,55.31665192,NA,0.086716115,55.31665192,-2,2,1,8,mid-low/mid
Gadiculus argenteus,Gadiculus,NA,Gadidae,Gadiformes,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",East,"nekton, zoobenthos, zooplankton",generalist,NA,NA,subtropical,NA,fusiform / normal,3,NA,NA,NA,22,NA,NA,NA,NA,1740000,habitat_deep,pelagic oceanic,15.25,NA,159.7449863,0.917086686,3.6,NA,9.61e-4,37.48686894,NA,9.61e-4,37.48686894,-4,2,7,7,low/mid
Fistularia corneta,Fistularia,NA,Fistulariidae,Syngnathiformes,Actinopteri,Osteichthyes,Pacific,East,nekton,specialist,NA,NA,subtropical,NA,elongated,NA,NA,NA,planktonic,4,NA,NA,NA,NA,792500,habitat_reef,pelagic neritic,106,NA,2562.317579,0.858533703,4.482012652,LC,0.052681798,35.14450956,NA,0.052681798,35.14450956,-2,2,1,8,mid-low/mid
Gadus macrocephalus,Gadus,NA,Gadidae,Gadiformes,Actinopteri,Osteichthyes,"Arctic Ocean, Atlantic, Pacific",Both,"nekton, others, plants, zoobenthos, zooplankton",generalist,6,3,subtropical,695000,fusiform / normal,25,68.8675,4.125,planktonic,22,NA,NA,NA,NA,2920000,habitat_deep,demersal,119,NA,1100617.358,0.254822292,3.97,NA,0.198614527,47.69530642,NA,0.198614527,47.69530642,-1,2,1,1,mid-high/mid
Gadus morhua,Gadus,NA,Gadidae,Gadiformes,Actinopteri,Osteichthyes,"Arctic Ocean, Atlantic, Mediterranean and Black Sea",Both,"nekton, others, plants, zoobenthos, zooplankton",generalist,6,15,subtropical,3819460.029411765,fusiform / normal,25,127.71091390728476,11.195364238410596,planktonic,22,"Widely distributed in a variety of habitats, from the shoreline down to the continental shelf. Juveniles prefer shallow (less than 10-30 m depth) sublittoral waters with complex habitats, such as seagrass beds, areas with gravel, rocks, or boulder, which provide protection from predators (Refs. 89383, 89384). Adults are usually found in deeper, colder waters. During the day, form schools and swim about 30-80 m above the bottom, dispersing at night to feed (Ref. 1371, 89385). Omnivorous; feed at dawn or dusk on invertebrates and fish, including young cod. (Ref. 1371). Migrate between spawning, feeding and overwintering areas, mostly within the boundaries of the respective stocks. Migrations >200 km are rare occurrences (Refs. 89386, 89387). Marketed fresh, dried or salted, smoked and frozen; eaten steamed, fried, broiled, boiled, microwaved and baked (Ref. 9988).",nocturnal,0.202391526,9,4322500,migratory,benthopelagic,200,atlantic cod,1024823.823,0.368813682,4.09,VU,0.373007352,84.57648848,120.25,0.202391526,120.25,-1,5,5,5,mid/high
Galeoides decadactylus,Galeoides,NA,Polynemidae,Carangaria/misc,Actinopteri,Osteichthyes,"Atlantic, Mediterranean and Black Sea",East,"detritus, nekton, zoobenthos, zooplankton",generalist,25,NA,subtropical,NA,fusiform / normal,NA,NA,NA,NA,42,NA,NA,NA,NA,197500,habitat_coastal,demersal,50,NA,44470.1575,0.509571815,3.613306492,NT,0.022949586,35.51666297,NA,0.022949586,35.51666297,-2,2,1,8,mid-low/mid
Gasterochisma melampus,Gasterochisma,Gasterochismatinae,Scombridae,Scombriformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, others, zoobenthos",generalist,NA,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,54,NA,NA,NA,NA,63335000,deep,pelagic oceanic,164,NA,20.80741126,0.596518223,4.341898755,LC,1.220529296,41.02734204,NA,1.220529296,41.02734204,0,2,1,1,mid-high/mid
Gasterosteus aculeatus,Gasterosteus,NA,Gasterosteidae,Perciformes/Gasterosteoidei,Actinopteri,Osteichthyes,"Arctic Ocean, Atlantic, Mediterranean and Black Sea, Pacific",Both,"nekton, plants, zoobenthos, zooplankton",generalist,7,16,subtropical,405,fusiform / normal,8,275.32083083333333,10.75,in open nest,20,NA,NA,NA,NA,6017500,habitat_coastal,benthopelagic,11,NA,579.8245284,0.997632856,3.31,LC,0.001045985,37.26381718,35,0.001045985,35,-3,2,1,8,mid-low/mid
Genyonemus lineatus,Genyonemus,NA,Sciaenidae,Eupercaria/misc,Actinopteri,Osteichthyes,Pacific,East,"nekton, zoobenthos",generalist,13,NA,subtropical,18200,fusiform / normal,15,NA,NA,planktonic,293,NA,NA,NA,NA,135000,habitat_benthic,benthopelagic,41,NA,822.3303962,0.624615121,3.482533522,NT,0.010283854,41.59549948,NA,0.010283854,41.59549948,-2,2,1,8,mid-low/mid
Genypterus blacodes,Genypterus,Ophidiinae,Ophidiidae,Ophidiiformes,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Pacific",Both,"nekton, zoobenthos, zooplankton",generalist,16,NA,tropical,NA,elongated,30,NA,NA,NA,269,NA,NA,NA,NA,2330000,habitat_benthic,bathydemersal,200,NA,209832.9261,0.130878043,4.183103005,NA,0.180135388,56.68640933,NA,0.180135388,56.68640933,-1,2,1,1,mid-high/mid
Genypterus capensis,Genypterus,Ophidiinae,Ophidiidae,Ophidiiformes,Actinopteri,Osteichthyes,Atlantic,East,"nekton, zoobenthos",generalist,21,NA,subtropical,NA,elongated,NA,NA,NA,NA,269,NA,NA,NA,NA,127500,habitat_benthic,bathydemersal,180,NA,24613.76694,0.18214067,4.425967093,NA,0.029150432,49.36957741,NA,0.029150432,49.36957741,-2,2,1,8,mid-low/mid
Genypterus chilensis,Genypterus,Ophidiinae,Ophidiidae,Ophidiiformes,Actinopteri,Osteichthyes,Pacific,East,"nekton, zoobenthos, zooplankton",generalist,23,NA,subtropical,NA,elongated,NA,NA,NA,NA,269,NA,NA,NA,NA,125000,habitat_benthic,bathydemersal,150,NA,22836.35898,0.203416315,3.940238918,NA,0.04808218,49.28743459,NA,0.04808218,49.28743459,-2,2,1,8,mid-low/mid
Gerres nigri,Gerres,NA,Gerreidae,Eupercaria/misc,Actinopteri,Osteichthyes,Atlantic,East,"detritus, nekton, plants, zoobenthos, zooplankton",generalist,25,NA,subtropical,NA,fusiform / normal,NA,NA,NA,NA,53,NA,NA,NA,NA,572500,habitat_benthic,benthopelagic,20,NA,1825.975119,1.495810086,3.258351287,LC,9.84e-4,51.94826106,NA,9.84e-4,51.94826106,-4,2,7,7,low/mid
Gerres oblongus,Gerres,NA,Gerreidae,Eupercaria/misc,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"detritus, zoobenthos",generalist,28,NA,tropical,NA,fusiform / normal,NA,NA,NA,planktonic,53,NA,NA,NA,NA,9027500,habitat_reef,reef-associated,30,NA,14.31732558,1.495810086,3.547920007,LC,9.54e-4,35.72425066,NA,9.54e-4,35.72425066,-4,2,7,7,low/mid
Gerres oyena,Gerres,NA,Gerreidae,Eupercaria/misc,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"detritus, plants, zoobenthos, zooplankton",generalist,27,NA,tropical,NA,fusiform / normal,NA,NA,NA,planktonic,53,NA,NA,NA,NA,8420000,habitat_coastal,reef-associated,30,NA,563.1579604,1.594337758,2.819327745,LC,0.00101033,36.669512,NA,0.00101033,36.669512,-3,2,1,8,mid-low/mid
Glossanodon semifasciatus,Glossanodon,NA,Argentinidae,Argentiniformes,Actinopteri,Osteichthyes,Pacific,West,"zoobenthos, zooplankton",generalist,24,NA,subtropical,NA,elongated,NA,NA,NA,planktonic,28,NA,NA,NA,NA,532500,pelagic oceanic,benthopelagic,21,NA,67613.97225,0.518660964,3.211646655,NA,0.001346522,36.50574414,NA,0.001346522,36.50574414,-3,2,1,8,mid-low/mid
Glyptocephalus cynoglossus,Glyptocephalus,Microstominae,Pleuronectidae,Pleuronectiformes,Actinopteri,Osteichthyes,Atlantic,Both,"nekton, zoobenthos, zooplankton",generalist,6,4,subtropical,229750,short and / or deep,25,NA,NA,planktonic,66,NA,NA,NA,NA,3570000,habitat_benthic,demersal,60,NA,64040.31605,0.149820154,3.17,NA,0.097396206,62.06826834,NA,0.097396206,62.06826834,-2,3,3,3,mid/mid-high
Glyptocephalus zachirus,Glyptocephalus,Microstominae,Pleuronectidae,Pleuronectiformes,Actinopteri,Osteichthyes,Pacific,Both,"nekton, zoobenthos, zooplankton",generalist,6,NA,subtropical,NA,short and / or deep,27,NA,NA,planktonic,66,NA,NA,NA,NA,1320000,habitat_benthic,demersal,60,NA,23361.49095,0.186545885,3.25,NA,0.079167308,58.77544029,NA,0.079167308,58.77544029,-2,2,1,8,mid-low/mid
Gnathanodon speciosus,Gnathanodon,Caranginae,Carangidae,Carangiformes,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,28,NA,tropical,NA,fusiform / normal,NA,NA,NA,planktonic,148,NA,NA,NA,NA,13205000,habitat_reef,reef-associated,120,NA,5597.438488,0.706049385,3.865511506,LC,1.386235922,33.8977854,NA,1.386235922,33.8977854,0,2,1,1,mid-high/mid
Grammoplites suppositus,Grammoplites,NA,Platycephalidae,Perciformes/Scorpaenoidei,Actinopteri,Osteichthyes,Indian Ocean,Both,"detritus, nekton, zoobenthos, zooplankton",generalist,27,NA,tropical,NA,fusiform / normal,NA,NA,NA,NA,81,NA,NA,NA,NA,1385000,habitat_benthic,demersal,31,NA,144.2168111,0.42142105,3.84,LC,9.65e-4,43.21965804,NA,9.65e-4,43.21965804,-4,2,7,7,low/mid
Haemulon plumierii,Haemulon,Haemulinae,Haemulidae,Eupercaria/misc,Actinopteri,Osteichthyes,Atlantic,West,"nekton, zoobenthos",generalist,NA,NA,subtropical,124000,fusiform / normal,NA,NA,NA,NA,133,NA,NA,NA,NA,2540000,habitat_reef,reef-associated,53,NA,431.5592646,0.578655171,3.82,LC,0.048230487,26.61130503,22.6,0.048230487,22.6,-2,1,4,4,mid/low
Gymnosarda unicolor,Gymnosarda,Scombrinae,Scombridae,Scombriformes,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,nekton,specialist,28,8,tropical,NA,fusiform / normal,NA,NA,NA,planktonic,54,NA,NA,NA,NA,12880000,pelagic oceanic,reef-associated,247.9799957,NA,2718.783662,0.596518223,4.482012652,LC,5.482723418,41.03592716,NA,5.482723418,41.03592716,0,2,1,1,mid-high/mid
Harpadon nehereus,Harpadon,Harpadontinae,Synodontidae,Aulopiformes,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"nekton, zoobenthos",generalist,28,NA,tropical,394400,elongated,NA,NA,NA,planktonic,77,NA,NA,NA,NA,7832500,habitat_benthic,benthopelagic,40,NA,1686496.541,0.452219992,4.089693741,NA,0.032421752,51.20201578,NA,0.032421752,51.20201578,-2,2,1,8,mid-low/mid
Helicolenus dactylopterus,Helicolenus,Sebastinae,Sebastidae,Perciformes/Scorpaenoidei,Actinopteri,Osteichthyes,"Atlantic, Indian Ocean, Mediterranean and Black Sea",Both,"nekton, zoobenthos, zooplankton",generalist,22,NA,tropical,198288,fusiform / normal,43,NA,NA,planktonic,133,NA,NA,NA,NA,11510000,habitat_benthic,bathydemersal,50,NA,118996.2652,0.149321292,3.54,LC,0.673575357,57.44783432,NA,0.673575357,57.44783432,-1,2,1,1,mid-high/mid
Hemiramphus balao,Hemiramphus,NA,Hemiramphidae,Beloniformes,Actinopteri,Osteichthyes,Atlantic,Both,"nekton, zoobenthos, zooplankton",generalist,NA,NA,subtropical,NA,elongated,NA,NA,NA,NA,61,NA,NA,NA,NA,2820000,pelagic oceanic,reef-associated,40,NA,65.16240182,0.889101666,3.85,LC,0.029356452,37.8945997,NA,0.029356452,37.8945997,-2,2,1,8,mid-low/mid
Hemiramphus brasiliensis,Hemiramphus,NA,Hemiramphidae,Beloniformes,Actinopteri,Osteichthyes,Atlantic,Both,"nekton, plants",generalist,24,NA,subtropical,NA,elongated,NA,NA,NA,NA,61,NA,NA,NA,NA,2202500,habitat_coastal,reef-associated,55,NA,6751.508337,0.747224435,2.28,LC,0.103646232,40.22049642,NA,0.103646232,40.22049642,-1,2,1,1,mid-high/mid
Herklotsichthys quadrimaculatus,Herklotsichthys,Dorosomatinae,Clupeidae,Clupeiformes,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"zoobenthos, zooplankton",generalist,28,NA,tropical,2440.1666666666665,fusiform / normal,NA,NA,NA,NA,188,"Adults form schools near mangroves, shallow coastal bays and lagoons during the day and moves further offshore into deeper water by night (Ref. 188, 48635); at depths of 0-13m (Ref. 58302, 82332). Known in mills around in large schools under wharves or along sandy beaches in protected bays (Ref. 26367). Pelagic (Ref. 58302). Feeds on zooplankton, mainly at night, chiefly copepods in juvenile stages, but larger prey as adults (chaetognaths, polychaetes, shrimps and small fishes) (Ref. 188). Breeds during its first year and probably survives only a few months after maturity (Ref. 188). Marketed fresh and dried salted (Ref. 188).  Usually parceled in leaves and baked in a motu oven. Do not recover quite as quickly as other species of baitfish after heavy fishing (Ref. 26367).",nocturnal,NA,NA,9417500,habitat_coastal,reef-associated,25,NA,44.00455196,1.740456307,3.57,LC,9.66e-4,33.65402706,NA,9.66e-4,33.65402706,-4,2,7,7,low/mid
Hexagrammos decagrammus,Hexagrammos,Hexagramminae,Hexagrammidae,Perciformes/Cottoidei,Actinopteri,Osteichthyes,Pacific,Both,"nekton, zoobenthos",generalist,NA,NA,subtropical,NA,fusiform / normal,18,NA,NA,planktonic,9,NA,NA,NA,NA,1112500,habitat_reef,demersal,61,NA,481.1467603,0.340852342,3.631988265,NA,0.042795157,39.62274173,NA,0.042795157,39.62274173,-2,2,1,8,mid-low/mid
Hilsa kelee,Hilsa,Dorosomatinae,Clupeidae,Clupeiformes,Actinopteri,Osteichthyes,"Indian Ocean, Pacific",Both,"detritus, plants, zoobenthos, zooplankton",generalist,28,NA,tropical,NA,fusiform / normal,NA,NA,NA,planktonic,188,NA,NA,NA,NA,6355000,habitat_coastal,pelagic neritic,35,NA,59083.71456,1.080199315,2.940759788,NA,0.003755579,40.4717982,NA,0.003755579,40.4717982,-3,2,1,8,mid-low/mid
Hippoglossoides elassodon,Hippoglossoides,Pleuronectinae,Pleuronectidae,Pleuronectiformes,Actinopteri,Osteichthyes,Pacific,Both,"nekton, zoobenthos, zooplankton",generalist,5,NA,subtropical,264000,short and / or deep,27,NA,NA,planktonic,66,NA,NA,NA,NA,277500,habitat_benthic,demersal,52,NA,2483813.465,0.179774811,3.67,NA,0.017539366,56.82021065,NA,0.017539366,56.82021065,-2,2,1,8,mid-low/mid
Hippoglossoides platessoides,Hippoglossoides,Pleuronectinae,Pleuronectidae,Pleuronectiformes,Actinopteri,Osteichthyes,"Arctic Ocean, Atlantic",Both,"nekton, others, plants, zoobenthos, zooplankton",generalist,6,NA,subtropical,737572.25,short and / or deep,30,20.055,3.4166666666666665,planktonic,66,NA,NA,NA,NA,4190000,habitat_benthic,demersal,82.59999847,NA,139541.673,0.145000355,4.08,NA,0.080829519,55.71152256,NA,0.080829519,55.71152256,-2,2,1,8,mid-low/mid
Hippoglossus hippoglossus,Hippoglossus,Hippoglossinae,Pleuronectidae,Pleuronectiformes,Actinopteri,Osteichthyes,Atlantic,Both,"nekton, others, zoobenthos, zooplankton",generalist,6,NA,subtropical,1100000,fusiform / normal,50,NA,NA,planktonic,66,NA,NA,NA,NA,5017500,habitat_benthic,demersal,470,NA,73314.44159,0.11850261,4,EN,3.728203994,59.32174966,NA,3.728203994,59.32174966,0,2,1,1,mid-high/mid
